map,period,vehicle ID,start time,duration,tags
i80,0400-0415,844,245.3,20,lane-change
i80,0515-0530,466,245.4,20,lane-change
i80,0500-0515,1013,245.4,20,lane-change
i80,0500-0515,941,245.7,20,lane-change
i80,0400-0415,875,245.7,20,lane-change
i80,0515-0530,401,245.8,20,lane-change
i80,0515-0530,506,245.8,20,lane-change
i80,0500-0515,1011,246.10000000000002,20,lane-change
i80,0515-0530,407,246.3,20,lane-change
i80,0515-0530,468,246.3,20,lane-change
i80,0515-0530,484,246.3,20,lane-change
i80,0400-0415,685,246.5,20,lane-change
i80,0515-0530,384,247.0,20,lane-change
i80,0515-0530,500,247.10000000000002,20,lane-change
i80,0400-0415,822,247.3,20,lane-change
i80,0400-0415,664,247.7,20,lane-change
i80,0515-0530,454,247.89999999999998,20,lane-change
i80,0400-0415,679,247.89999999999998,20,lane-change
i80,0515-0530,473,248.0,20,lane-change
i80,0400-0415,880,248.3,20,lane-change
i80,0500-0515,1018,248.39999999999998,20,lane-change
i80,0515-0530,480,248.7,20,lane-change
i80,0400-0415,705,249.3,20,lane-change
i80,0500-0515,976,249.89999999999998,20,lane-change
i80,0500-0515,1021,249.89999999999998,20,lane-change
i80,0500-0515,990,250.3,20,lane-change
i80,0515-0530,485,250.5,20,lane-change
i80,0515-0530,549,250.7,20,lane-change
i80,0500-0515,1031,251.10000000000002,20,lane-change
i80,0500-0515,1042,251.2,20,lane-change
i80,0400-0415,916,251.2,20,lane-change
i80,0500-0515,941,251.7,20,lane-change
i80,0500-0515,940,252.0,20,lane-change
i80,0515-0530,565,252.10000000000002,20,lane-change
i80,0515-0530,583,252.39999999999998,20,lane-change
i80,0500-0515,1025,252.39999999999998,20,lane-change
i80,0515-0530,497,252.7,20,lane-change
i80,0400-0415,844,253.10000000000002,20,lane-change
i80,0400-0415,689,253.3,20,lane-change
i80,0515-0530,376,253.7,20,lane-change
i80,0500-0515,1048,254.0,20,lane-change
i80,0500-0515,968,254.10000000000002,20,lane-change
i80,0500-0515,1011,254.10000000000002,20,lane-change
i80,0515-0530,487,254.39999999999998,20,lane-change
i80,0500-0515,1079,254.39999999999998,20,lane-change
i80,0500-0515,1018,254.5,20,lane-change
i80,0515-0530,588,255.0,20,lane-change
i80,0500-0515,1033,255.5,20,lane-change
i80,0400-0415,759,255.89999999999998,20,lane-change
i80,0500-0515,940,256.5,20,lane-change
i80,0400-0415,880,256.8,20,lane-change
i80,0515-0530,574,256.9,20,lane-change
i80,0515-0530,491,257.4,20,lane-change
i80,0500-0515,1004,257.7,20,lane-change
i80,0500-0515,1079,257.7,20,lane-change
i80,0515-0530,549,258.0,20,lane-change
i80,0500-0515,1039,258.0,20,lane-change
i80,0500-0515,1044,258.0,20,lane-change
i80,0515-0530,563,258.2,20,lane-change
i80,0500-0515,1080,258.3,20,lane-change
i80,0515-0530,502,258.6,20,lane-change
i80,0400-0415,926,259.1,20,lane-change
i80,0515-0530,500,259.6,20,lane-change
i80,0515-0530,535,259.6,20,lane-change
i80,0400-0415,759,259.6,20,lane-change
i80,0400-0415,860,259.9,20,lane-change
i80,0500-0515,1062,260.8,20,lane-change
i80,0400-0415,870,261.1,20,lane-change
i80,0515-0530,510,261.6,20,lane-change
i80,0400-0415,882,261.8,20,lane-change
i80,0500-0515,1047,262.2,20,lane-change
i80,0400-0415,896,262.6,20,lane-change
i80,0515-0530,508,262.9,20,lane-change
i80,0515-0530,518,263.0,20,lane-change
i80,0400-0415,851,263.4,20,lane-change
i80,0400-0415,766,263.8,20,lane-change
i80,0515-0530,570,264.1,20,lane-change
i80,0500-0515,1073,264.3,20,lane-change
i80,0515-0530,395,264.5,20,lane-change
i80,0515-0530,512,264.6,20,lane-change
i80,0515-0530,3007,264.8,20,lane-change
i80,0515-0530,591,264.9,20,lane-change
i80,0400-0415,877,265.1,20,lane-change
i80,0500-0515,1051,265.4,20,lane-change
i80,0515-0530,537,265.7,20,lane-change
i80,0515-0530,508,266.6,20,lane-change
i80,0515-0530,506,266.7,20,lane-change
i80,0500-0515,1050,266.7,20,lane-change
i80,0515-0530,571,266.8,20,lane-change
i80,0500-0515,1053,266.9,20,lane-change
i80,0500-0515,1062,267.3,20,lane-change
i80,0400-0415,763,267.3,20,lane-change
i80,0515-0530,500,267.4,20,lane-change
i80,0400-0415,768,267.5,20,lane-change
i80,0515-0530,512,267.8,20,lane-change
i80,0515-0530,521,267.9,20,cutoff
i80,0400-0415,860,267.9,20,lane-change
i80,0400-0415,978,268.2,20,lane-change
i80,0515-0530,539,268.3,20,lane-change
i80,0400-0415,737,268.4,20,lane-change
i80,0400-0415,820,268.5,20,lane-change
i80,0400-0415,788,269.3,20,lane-change
i80,0500-0515,1063,269.4,20,lane-change
i80,0500-0515,1086,269.5,20,lane-change
i80,0515-0530,613,269.7,20,lane-change
i80,0400-0415,778,269.7,20,lane-change
i80,0515-0530,560,270.4,20,lane-change
i80,0515-0530,497,270.6,20,lane-change
i80,0515-0530,508,271.0,20,lane-change
i80,0400-0415,895,271.4,20,lane-change
i80,0515-0530,500,271.6,20,lane-change
i80,0515-0530,562,271.6,20,lane-change
i80,0515-0530,517,271.8,20,lane-change
i80,0500-0515,1076,271.9,20,lane-change
i80,0515-0530,589,272.1,20,lane-change
i80,0515-0530,608,272.4,20,lane-change
i80,0515-0530,614,272.4,20,lane-change
i80,0500-0515,1118,272.5,20,lane-change
i80,0515-0530,549,272.8,20,lane-change
i80,0500-0515,986,273.5,20,lane-change
i80,0400-0415,798,273.5,20,lane-change
i80,0500-0515,1104,273.6,20,lane-change
i80,0500-0515,1087,274.1,20,lane-change
i80,0500-0515,1081,274.6,20,lane-change
i80,0515-0530,503,275.4,20,lane-change
i80,0515-0530,501,275.5,20,lane-change
i80,0400-0415,928,275.6,20,lane-change
i80,0500-0515,1074,276.1,20,lane-change
i80,0515-0530,437,276.9,20,lane-change
i80,0515-0530,571,277.8,20,lane-change
i80,0515-0530,566,278.2,20,lane-change
i80,0400-0415,970,278.3,20,lane-change
i80,0515-0530,583,278.4,20,lane-change
i80,0515-0530,583,278.5,20,cutoff
i80,0515-0530,591,278.5,20,cutoff
i80,0400-0415,972,279.0,20,lane-change
i80,0500-0515,1110,279.2,20,lane-change
i80,0500-0515,1011,279.6,20,lane-change
i80,0515-0530,3007,279.7,20,lane-change
i80,0400-0415,931,279.8,20,lane-change
i80,0515-0530,597,279.9,20,lane-change
i80,0400-0415,904,279.9,20,lane-change
i80,0515-0530,500,280.2,20,lane-change
i80,0400-0415,850,280.4,20,lane-change
i80,0500-0515,1004,280.5,20,lane-change
i80,0515-0530,497,280.6,20,lane-change
i80,0515-0530,512,281.2,20,lane-change
i80,0515-0530,510,281.4,20,lane-change
i80,0515-0530,508,281.7,20,lane-change
i80,0515-0530,650,281.7,20,lane-change
i80,0400-0415,860,281.7,20,lane-change
i80,0500-0515,1116,282.5,20,lane-change
i80,0400-0415,915,282.5,20,lane-change
i80,0500-0515,1087,282.7,20,lane-change
i80,0515-0530,563,283.0,20,lane-change
i80,0515-0530,512,283.1,20,lane-change
i80,0400-0415,926,283.3,20,lane-change
i80,0515-0530,682,283.4,20,lane-change
i80,0500-0515,1188,283.6,20,lane-change
i80,0400-0415,1074,283.7,20,lane-change
i80,0515-0530,589,284.0,20,lane-change
i80,0400-0415,843,284.1,20,lane-change
i80,0515-0530,637,285.2,20,lane-change
i80,0515-0530,503,285.8,20,lane-change
i80,0515-0530,600,285.9,20,lane-change
i80,0515-0530,572,286.2,20,lane-change
i80,0515-0530,512,286.2,20,overtake
i80,0500-0515,1119,286.2,20,lane-change
i80,0500-0515,1159,287.0,20,lane-change
i80,0515-0530,678,287.7,20,lane-change
i80,0400-0415,895,288.3,20,lane-change
i80,0500-0515,1133,288.6,20,lane-change
i80,0500-0515,1141,288.6,20,lane-change
i80,0515-0530,610,289.7,20,lane-change
i80,0400-0415,989,289.8,20,lane-change
i80,0500-0515,1145,290.0,20,lane-change
i80,0515-0530,680,290.8,20,lane-change
i80,0515-0530,597,290.9,20,lane-change
i80,0500-0515,1132,292.6,20,lane-change
i80,0515-0530,682,293.2,20,lane-change
i80,0515-0530,539,293.7,20,lane-change
i80,0400-0415,895,293.7,20,lane-change
i80,0515-0530,613,294.3,20,lane-change
i80,0515-0530,635,294.3,20,lane-change
i80,0515-0530,510,295.6,20,lane-change
i80,0515-0530,612,295.7,20,lane-change
i80,0400-0415,954,295.8,20,lane-change
i80,0400-0415,989,296.4,20,lane-change
i80,0500-0515,1227,296.5,20,lane-change
i80,0515-0530,508,297.2,20,lane-change
i80,0515-0530,680,297.2,20,lane-change
i80,0500-0515,1153,297.3,20,lane-change
i80,0400-0415,1005,297.8,20,lane-change
i80,0400-0415,1020,298.3,20,lane-change
i80,0400-0415,1049,298.3,20,lane-change
i80,0500-0515,1156,298.6,20,lane-change
i80,0515-0530,658,299.0,20,lane-change
i80,0515-0530,659,299.4,20,lane-change
i80,0515-0530,640,300.0,20,lane-change
i80,0515-0530,686,300.1,20,lane-change
i80,0500-0515,1131,300.1,20,lane-change
i80,0515-0530,565,300.5,20,lane-change
i80,0515-0530,630,301.5,20,lane-change
i80,0515-0530,583,301.7,20,lane-change
i80,0500-0515,1164,301.7,20,lane-change
i80,0515-0530,611,302.0,20,lane-change
i80,0400-0415,1024,302.2,20,lane-change
i80,0400-0415,1098,302.6,20,lane-change
i80,0515-0530,672,303.0,20,lane-change
i80,0500-0515,1268,303.0,20,lane-change
i80,0515-0530,682,303.2,20,lane-change
i80,0515-0530,611,303.6,20,lane-change
i80,0400-0415,1090,303.9,20,lane-change
i80,0515-0530,510,304.0,20,lane-change
i80,0400-0415,926,304.0,20,lane-change
i80,0400-0415,1031,304.2,20,lane-change
i80,0515-0530,629,305.0,20,lane-change
i80,0515-0530,611,305.2,20,lane-change
i80,0400-0415,1020,305.6,20,lane-change
i80,0400-0415,974,305.7,20,lane-change
i80,0515-0530,550,306.1,20,lane-change
i80,0400-0415,978,306.6,20,lane-change
i80,0515-0530,684,306.8,20,lane-change
i80,0500-0515,1087,306.9,20,lane-change
i80,0515-0530,680,307.2,20,lane-change
i80,0500-0515,1220,307.3,20,lane-change
i80,0515-0530,571,307.8,20,lane-change
i80,0515-0530,791,308.1,20,lane-change
i80,0400-0415,1149,308.2,20,lane-change
i80,0500-0515,1184,308.7,20,lane-change
i80,0500-0515,1211,308.8,20,lane-change
i80,0515-0530,550,308.9,20,lane-change
i80,0515-0530,637,308.9,20,lane-change
i80,0500-0515,1118,309.0,20,lane-change
i80,0515-0530,688,310.0,20,lane-change
i80,0400-0415,1064,310.0,20,lane-change
i80,0400-0415,1117,310.0,20,lane-change
i80,0515-0530,682,310.3,20,lane-change
i80,0400-0415,1123,311.1,20,lane-change
i80,0400-0415,1097,311.6,20,lane-change
i80,0400-0415,1071,311.8,20,lane-change
i80,0515-0530,825,312.0,20,lane-change
i80,0400-0415,1051,312.1,20,lane-change
i80,0515-0530,703,312.3,20,lane-change
i80,0515-0530,680,313.5,20,lane-change
i80,0515-0530,668,313.6,20,lane-change
i80,0400-0415,1117,313.7,20,lane-change
i80,0515-0530,790,313.8,20,lane-change
i80,0500-0515,1245,313.8,20,lane-change
i80,0515-0530,572,314.9,20,cutoff
i80,0400-0415,1085,315.3,20,lane-change
i80,0400-0415,1117,315.4,20,lane-change
i80,0515-0530,591,315.6,20,lane-change
i80,0515-0530,707,315.9,20,lane-change
i80,0515-0530,630,316.0,20,lane-change
i80,0500-0515,1121,316.4,20,lane-change
i80,0515-0530,665,316.6,20,lane-change
i80,0515-0530,770,316.8,20,lane-change
i80,0400-0415,1094,316.8,20,lane-change
i80,0400-0415,1056,317.1,20,lane-change
i80,0400-0415,1097,318.2,20,lane-change
i80,0500-0515,1070,318.4,20,lane-change
i80,0400-0415,1044,318.8,20,lane-change
i80,0400-0415,1153,319.2,20,lane-change
i80,0515-0530,751,319.4,20,lane-change
i80,0515-0530,619,319.5,20,lane-change
i80,0515-0530,682,319.8,20,lane-change
i80,0500-0515,1265,319.9,20,lane-change
i80,0515-0530,769,320.3,20,lane-change
i80,0500-0515,1225,320.3,20,lane-change
i80,0500-0515,1088,320.8,20,lane-change
i80,0400-0415,1123,321.1,20,lane-change
i80,0400-0415,1154,321.3,20,lane-change
i80,0515-0530,730,321.4,20,lane-change
i80,0500-0515,1107,321.5,20,lane-change
i80,0515-0530,713,321.9,20,lane-change
i80,0515-0530,800,321.9,20,lane-change
i80,0515-0530,754,322.2,20,lane-change
i80,0500-0515,1175,322.2,20,lane-change
i80,0515-0530,680,322.8,20,lane-change
i80,0515-0530,726,322.8,20,lane-change
i80,0515-0530,868,322.9,20,lane-change
i80,0400-0415,1056,323.4,20,lane-change
i80,0400-0415,1085,324.1,20,lane-change
i80,0400-0415,983,324.2,20,lane-change
i80,0400-0415,1178,324.6,20,lane-change
i80,0400-0415,1094,324.8,20,lane-change
i80,0400-0415,1150,324.9,20,lane-change
i80,0400-0415,1162,324.9,20,lane-change
i80,0515-0530,720,325.4,20,lane-change
i80,0515-0530,706,325.5,20,lane-change
i80,0515-0530,790,325.5,20,lane-change
i80,0515-0530,836,325.6,20,lane-change
i80,0515-0530,815,325.7,20,lane-change
i80,0500-0515,1183,327.3,20,lane-change
i80,0515-0530,737,327.4,20,lane-change
i80,0400-0415,1137,327.8,20,lane-change
i80,0400-0415,1119,328.2,20,lane-change
i80,0400-0415,1076,328.6,20,lane-change
i80,0500-0515,1191,329.4,20,lane-change
i80,0400-0415,1133,329.6,20,lane-change
i80,0515-0530,715,330.2,20,lane-change
i80,0400-0415,1056,330.3,20,lane-change
i80,0500-0515,1196,330.4,20,lane-change
i80,0400-0415,1137,330.4,20,lane-change
i80,0400-0415,1178,330.6,20,lane-change
i80,0515-0530,777,331.2,20,lane-change
i80,0515-0530,765,332.2,20,lane-change
i80,0500-0515,1107,332.3,20,lane-change
i80,0515-0530,858,332.4,20,lane-change
i80,0400-0415,1197,332.7,20,lane-change
i80,0400-0415,1145,332.8,20,lane-change
i80,0500-0515,1211,333.1,20,lane-change
i80,0400-0415,1191,333.9,20,lane-change
i80,0400-0415,1057,335.5,20,lane-change
i80,0515-0530,880,336.0,20,lane-change
i80,0500-0515,1215,336.1,20,lane-change
i80,0515-0530,748,336.2,20,lane-change
i80,0400-0415,1083,336.9,20,lane-change
i80,0500-0515,1225,338.8,20,lane-change
i80,0400-0415,1094,338.9,20,lane-change
i80,0500-0515,1304,339.6,20,lane-change
i80,0515-0530,870,340.3,20,lane-change
i80,0400-0415,1085,340.4,20,lane-change
i80,0400-0415,1209,340.5,20,lane-change
i80,0500-0515,1277,340.8,20,lane-change
i80,0515-0530,760,341.0,20,lane-change
i80,0400-0415,1229,341.7,20,lane-change
i80,0515-0530,837,341.8,20,lane-change
i80,0400-0415,1174,342.6,20,lane-change
i80,0500-0515,1164,343.6,20,lane-change
i80,0400-0415,1183,344.0,20,lane-change
i80,0500-0515,1191,344.6,20,lane-change
i80,0500-0515,1290,344.6,20,lane-change
i80,0400-0415,1177,344.8,20,lane-change
i80,0515-0530,3009,345.1,20,lane-change
i80,0515-0530,748,345.2,20,lane-change
i80,0500-0515,1250,345.3,20,lane-change
i80,0400-0415,1246,346.2,20,lane-change
i80,0400-0415,1208,346.3,20,lane-change
i80,0515-0530,793,347.0,20,lane-change
i80,0400-0415,1218,347.0,20,lane-change
i80,0515-0530,803,347.5,20,lane-change
i80,0400-0415,1096,347.8,20,lane-change
i80,0400-0415,1183,347.8,20,lane-change
i80,0500-0515,1282,348.3,20,lane-change
i80,0515-0530,801,349.1,20,lane-change
i80,0400-0415,1191,349.3,20,lane-change
i80,0515-0530,629,350.4,20,lane-change
i80,0500-0515,1256,350.5,20,lane-change
i80,0400-0415,1241,350.5,20,lane-change
i80,0400-0415,1200,350.6,20,lane-change
i80,0515-0530,912,351.2,20,lane-change
i80,0400-0415,1245,351.7,20,lane-change
i80,0515-0530,672,352.0,20,lane-change
i80,0500-0515,1319,352.3,20,lane-change
i80,0400-0415,1250,352.5,20,lane-change
i80,0500-0515,1263,353.0,20,lane-change
i80,0400-0415,1215,353.1,20,lane-change
i80,0515-0530,806,353.7,20,lane-change
i80,0400-0415,1208,353.9,20,lane-change
i80,0500-0515,1210,354.0,20,lane-change
i80,0515-0530,686,354.3,20,lane-change
i80,0515-0530,765,354.4,20,lane-change
i80,0515-0530,875,354.7,20,lane-change
i80,0400-0415,1256,354.8,20,lane-change
i80,0515-0530,886,355.2,20,lane-change
i80,0515-0530,746,355.4,20,lane-change
i80,0515-0530,827,356.3,20,lane-change
i80,0515-0530,956,356.5,20,lane-change
i80,0500-0515,1224,356.6,20,cutoff
i80,0515-0530,809,356.8,20,lane-change
i80,0400-0415,1227,357.0,20,lane-change
i80,0400-0415,1183,357.2,20,lane-change
i80,0400-0415,1209,357.2,20,lane-change
i80,0400-0415,1208,357.3,20,cutoff
i80,0400-0415,1235,357.7,20,lane-change
i80,0400-0415,1134,357.8,20,lane-change
i80,0400-0415,1133,358.5,20,lane-change
i80,0400-0415,1259,358.5,20,lane-change
i80,0500-0515,1151,358.9,20,lane-change
i80,0515-0530,862,359.3,20,lane-change
i80,0515-0530,696,359.6,20,lane-change
i80,0500-0515,1297,359.9,20,lane-change
i80,0400-0415,1171,360.1,20,lane-change
i80,0400-0415,1232,360.2,20,lane-change
i80,0400-0415,1269,360.2,20,lane-change
i80,0400-0415,1177,361.4,20,lane-change
i80,0515-0530,834,361.9,20,lane-change
i80,0515-0530,720,362.9,20,lane-change
i80,0500-0515,1289,363.4,20,lane-change
i80,0515-0530,862,363.6,20,lane-change
i80,0400-0415,1243,363.8,20,lane-change
i80,0400-0415,1270,364.1,20,lane-change
i80,0515-0530,924,365.0,20,lane-change
i80,0515-0530,905,366.6,20,lane-change
i80,0515-0530,948,366.6,20,lane-change
i80,0500-0515,1174,366.8,20,lane-change
i80,0400-0415,1243,366.8,20,lane-change
i80,0515-0530,845,367.2,20,lane-change
i80,0500-0515,1307,368.3,20,lane-change
i80,0515-0530,884,368.8,20,lane-change
i80,0500-0515,1235,369.5,20,lane-change
i80,0500-0515,1288,369.5,20,lane-change
i80,0500-0515,1290,369.9,20,lane-change
i80,0500-0515,1345,370.2,20,lane-change
i80,0515-0530,722,371.2,20,lane-change
i80,0400-0415,1272,371.6,20,lane-change
i80,0500-0515,1320,372.0,20,lane-change
i80,0500-0515,1375,372.1,20,lane-change
i80,0400-0415,1178,372.1,20,lane-change
i80,0400-0415,1239,372.5,20,lane-change
i80,0515-0530,859,373.8,20,lane-change
i80,0400-0415,1267,373.9,20,lane-change
i80,0500-0515,1281,374.3,20,lane-change
i80,0500-0515,1219,374.7,20,lane-change
i80,0500-0515,1331,375.7,20,lane-change
i80,0500-0515,1228,375.8,20,lane-change
i80,0500-0515,1262,376.0,20,lane-change
i80,0400-0415,1275,376.0,20,lane-change
i80,0500-0515,1354,376.1,20,lane-change
i80,0515-0530,861,376.8,20,lane-change
i80,0400-0415,1260,377.6,20,lane-change
i80,0500-0515,1340,377.9,20,lane-change
i80,0400-0415,1282,378.8,20,lane-change
i80,0400-0415,1278,380.7,20,lane-change
i80,0400-0415,1267,380.8,20,lane-change
i80,0515-0530,806,381.1,20,lane-change
i80,0400-0415,1282,381.1,20,lane-change
i80,0400-0415,1293,381.2,20,lane-change
i80,0400-0415,1200,381.3,20,lane-change
i80,0515-0530,877,381.4,20,lane-change
i80,0515-0530,1064,381.7,20,lane-change
i80,0500-0515,1250,381.8,20,lane-change
i80,0500-0515,1332,382.1,20,lane-change
i80,0400-0415,1290,382.8,20,lane-change
i80,0500-0515,1218,382.9,20,lane-change
i80,0515-0530,791,384.0,20,lane-change
i80,0500-0515,1328,384.5,20,lane-change
i80,0500-0515,1338,384.5,20,lane-change
i80,0400-0415,1257,385.4,20,lane-change
i80,0500-0515,1381,386.0,20,lane-change
i80,0515-0530,845,386.3,20,lane-change
i80,0515-0530,912,386.3,20,lane-change
i80,0400-0415,1316,386.6,20,lane-change
i80,0515-0530,895,387.3,20,lane-change
i80,0500-0515,1324,387.8,20,cutoff
i80,0515-0530,827,387.9,20,lane-change
i80,0515-0530,888,387.9,20,lane-change
i80,0500-0515,1319,388.0,20,lane-change
i80,0500-0515,1329,388.2,20,lane-change
i80,0500-0515,1382,388.6,20,lane-change
i80,0515-0530,845,389.1,20,lane-change
i80,0515-0530,821,389.5,20,lane-change
i80,0500-0515,1352,389.5,20,lane-change
i80,0500-0515,1376,389.7,20,lane-change
i80,0400-0415,1320,390.3,20,lane-change
i80,0515-0530,825,390.6,20,lane-change
i80,0500-0515,1292,391.7,20,lane-change
i80,0400-0415,1323,391.8,20,lane-change
i80,0500-0515,1412,392.9,20,lane-change
i80,0500-0515,1381,393.3,20,lane-change
i80,0515-0530,904,393.9,20,lane-change
i80,0500-0515,1394,394.0,20,lane-change
i80,0400-0415,1336,394.3,20,lane-change
i80,0500-0515,1305,394.4,20,lane-change
i80,0500-0515,1367,394.6,20,lane-change
i80,0515-0530,845,395.0,20,lane-change
i80,0515-0530,837,395.2,20,lane-change
i80,0500-0515,1340,395.7,20,lane-change
i80,0400-0415,1264,396.0,20,lane-change
i80,0500-0515,1373,396.4,20,lane-change
i80,0515-0530,932,396.9,20,lane-change
i80,0500-0515,1250,397.5,20,lane-change
i80,0500-0515,1382,397.7,20,lane-change
i80,0515-0530,886,397.9,20,lane-change
i80,0515-0530,895,398.4,20,lane-change
i80,0400-0415,1352,398.7,20,lane-change
i80,0515-0530,937,399.4,20,lane-change
i80,0515-0530,827,399.8,20,lane-change
i80,0515-0530,881,399.8,20,lane-change
i80,0515-0530,918,399.8,20,lane-change
i80,0515-0530,845,400.1,20,lane-change
i80,0400-0415,1318,400.2,20,lane-change
i80,0500-0515,1376,400.7,20,lane-change
i80,0500-0515,1381,401.2,20,lane-change
i80,0515-0530,1044,401.4,20,lane-change
i80,0400-0415,1368,402.1,20,lane-change
i80,0515-0530,886,402.2,20,lane-change
i80,0400-0415,1352,402.3,20,lane-change
i80,0500-0515,1394,402.4,20,lane-change
i80,0500-0515,1419,402.6,20,lane-change
i80,0500-0515,1380,402.8,20,lane-change
i80,0515-0530,952,403.0,20,lane-change
i80,0500-0515,1410,403.1,20,lane-change
i80,0515-0530,975,404.1,20,lane-change
i80,0400-0415,1374,404.1,20,lane-change
i80,0515-0530,949,404.7,20,lane-change
i80,0400-0415,1273,405.1,20,lane-change
i80,0500-0515,1382,405.5,20,lane-change
i80,0400-0415,1405,405.9,20,lane-change
i80,0500-0515,1392,406.2,20,lane-change
i80,0515-0530,836,406.4,20,lane-change
i80,0400-0415,1433,406.5,20,lane-change
i80,0400-0415,1349,406.5,20,cutoff
i80,0515-0530,975,407.4,20,lane-change
i80,0400-0415,1436,407.5,20,cutoff
i80,0400-0415,1264,407.6,20,lane-change
i80,0400-0415,1391,408.1,20,lane-change
i80,0515-0530,999,408.2,20,lane-change
i80,0515-0530,886,408.6,20,lane-change
i80,0500-0515,1424,408.7,20,lane-change
i80,0400-0415,1385,408.7,20,lane-change
i80,0400-0415,1294,408.8,20,lane-change
i80,0515-0530,966,408.9,20,lane-change
i80,0400-0415,1375,409.4,20,lane-change
i80,0400-0415,1396,409.9,20,lane-change
i80,0500-0515,1331,410.0,20,lane-change
i80,0500-0515,1400,410.0,20,lane-change
i80,0515-0530,990,410.1,20,lane-change
i80,0515-0530,975,411.0,20,lane-change
i80,0400-0415,1436,411.4,20,lane-change
i80,0515-0530,848,411.5,20,lane-change
i80,0515-0530,870,411.5,20,lane-change
i80,0515-0530,877,411.5,20,cutoff
i80,0500-0515,1368,411.6,20,lane-change
i80,0500-0515,1381,411.6,20,lane-change
i80,0515-0530,904,411.7,20,lane-change
i80,0500-0515,1476,412.1,20,lane-change
i80,0400-0415,1415,412.2,20,lane-change
i80,0515-0530,949,412.5,20,lane-change
i80,0515-0530,924,412.6,20,lane-change
i80,0400-0415,1288,412.8,20,lane-change
i80,0500-0515,1456,413.1,20,lane-change
i80,0500-0515,1407,413.6,20,lane-change
i80,0515-0530,862,413.7,20,lane-change
i80,0400-0415,1313,415.2,20,lane-change
i80,0400-0415,1391,415.2,20,lane-change
i80,0500-0515,1382,415.5,20,lane-change
i80,0500-0515,1357,415.9,20,lane-change
i80,0515-0530,1087,416.0,20,lane-change
i80,0500-0515,1410,416.0,20,lane-change
i80,0515-0530,990,416.2,20,lane-change
i80,0500-0515,1413,416.2,20,lane-change
i80,0515-0530,1076,416.4,20,lane-change
i80,0500-0515,1471,417.0,20,lane-change
i80,0515-0530,989,417.5,20,lane-change
i80,0515-0530,975,418.1,20,lane-change
i80,0500-0515,1331,418.7,20,lane-change
i80,0515-0530,950,419.0,20,lane-change
i80,0500-0515,1441,419.2,20,lane-change
i80,0500-0515,1381,419.3,20,lane-change
i80,0500-0515,1417,419.3,20,lane-change
i80,0400-0415,1339,419.6,20,lane-change
i80,0400-0415,1319,420.1,20,lane-change
i80,0400-0415,1432,420.2,20,lane-change
i80,0515-0530,1002,420.5,20,lane-change
i80,0515-0530,955,421.1,20,lane-change
i80,0500-0515,1424,421.2,20,lane-change
i80,0400-0415,1417,421.4,20,lane-change
i80,0515-0530,950,421.6,20,lane-change
i80,0400-0415,1421,421.6,20,lane-change
i80,0515-0530,3009,422.2,20,lane-change
i80,0500-0515,1331,422.2,20,lane-change
i80,0400-0415,1436,422.4,20,lane-change
i80,0500-0515,1293,422.5,20,lane-change
i80,0515-0530,955,422.6,20,lane-change
i80,0500-0515,1456,422.7,20,lane-change
i80,0400-0415,1352,422.9,20,lane-change
i80,0515-0530,1072,423.0,20,lane-change
i80,0515-0530,950,423.1,20,lane-change
i80,0515-0530,975,423.3,20,lane-change
i80,0515-0530,1017,423.3,20,lane-change
i80,0500-0515,1349,423.6,20,lane-change
i80,0500-0515,1382,424.2,20,lane-change
i80,0500-0515,1468,424.2,20,lane-change
i80,0515-0530,923,424.3,20,cutoff
i80,0400-0415,1482,424.6,20,lane-change
i80,0500-0515,1441,425.0,20,lane-change
i80,0515-0530,1029,425.9,20,lane-change
i80,0500-0515,1462,426.0,20,lane-change
i80,0515-0530,1040,426.2,20,lane-change
i80,0500-0515,1381,426.4,20,lane-change
i80,0500-0515,1456,426.4,20,lane-change
i80,0400-0415,1449,426.4,20,lane-change
i80,0515-0530,950,426.6,20,overtake
i80,0515-0530,1048,427.6,20,lane-change
i80,0500-0515,1382,427.9,20,lane-change
i80,0515-0530,975,428.3,20,lane-change
i80,0515-0530,1065,428.9,20,lane-change
i80,0500-0515,1354,428.9,20,lane-change
i80,0515-0530,1016,429.0,20,lane-change
i80,0515-0530,1043,429.9,20,lane-change
i80,0400-0415,1380,430.4,20,lane-change
i80,0515-0530,947,430.5,20,lane-change
i80,0500-0515,1455,431.8,20,lane-change
i80,0515-0530,1068,432.2,20,lane-change
i80,0400-0415,1497,432.4,20,lane-change
i80,0500-0515,1331,433.0,20,lane-change
i80,0515-0530,975,433.1,20,lane-change
i80,0500-0515,1539,433.1,20,lane-change
i80,0400-0415,1444,433.6,20,lane-change
i80,0400-0415,1454,433.6,20,lane-change
i80,0500-0515,1394,433.8,20,lane-change
i80,0515-0530,1054,434.2,20,lane-change
i80,0500-0515,1506,434.2,20,lane-change
i80,0400-0415,1496,434.6,20,lane-change
i80,0515-0530,1062,435.8,20,lane-change
i80,0515-0530,989,435.9,20,lane-change
i80,0515-0530,1071,435.9,20,lane-change
i80,0400-0415,1432,435.9,20,cutoff
i80,0500-0515,1399,436.0,20,lane-change
i80,0500-0515,1518,436.3,20,lane-change
i80,0515-0530,1068,436.7,20,lane-change
i80,0500-0515,1423,436.8,20,lane-change
i80,0500-0515,1462,436.9,20,lane-change
i80,0515-0530,1060,438.1,20,lane-change
